STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT,_source_file,validation_flag,quality_flag
70261026411,12/15/2021,64.80309,-147.87606,131.1,FAIRBANKS INTERNATIONAL AIRPORT - AK US,-34.9,24,9999.9,0,1026.8,21,7.7,24,7.0,24,0.7,24,5.1,999.9,-27.9, ,-40.0, ,0.0,G,11.0,1000,fairbanks/70261026411_2021.csv,FAIL_MISSING_DEWP,FLAG_ANOMALY_STP
72584693201,10/31/2019,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,26.9,23,2.3,23,9999.9,0,827.0,12,10.0,23,1.0,23,8.0,999.9,9999.9, ,8.6,*,0.0,I,999.9,0,truckee/72584693201_2019.csv,FAIL_MISSING_MAX_TEMP,FLAG_MISSING_SLP
72584693201,11/2/2019,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,30.8,21,10.0,21,9999.9,0,827.3,21,10.0,21,0.3,21,6.0,999.9,9999.9, ,15.8,*,0.0,I,999.9,0,truckee/72584693201_2019.csv,FAIL_MISSING_MAX_TEMP,FLAG_MISSING_SLP
72584693201,11/8/2019,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,37.7,21,20.3,21,9999.9,0,828.4,20,10.0,21,0.8,21,7.0,999.9,9999.9, ,21.2,*,0.0,I,999.9,0,truckee/72584693201_2019.csv,FAIL_MISSING_MAX_TEMP,FLAG_MISSING_SLP
72584693201,11/18/2019,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,37.1,21,23.9,21,9999.9,0,824.3,21,10.0,21,0.8,21,11.1,15.0,9999.9, ,19.4,*,0.0,I,999.9,0,truckee/72584693201_2019.csv,FAIL_MISSING_MAX_TEMP,FLAG_MISSING_SLP
72584693201,9/17/2020,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,50.4,21,26.3,21,9999.9,0,824.5,19,4.4,21,2.7,21,14.0,21.0,9999.9, ,28.4,*,0.0,I,999.9,0,truckee/72584693201_2020.csv,FAIL_MISSING_MAX_TEMP,FLAG_MISSING_SLP
72584693201,10/6/2020,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,59.3,17,20.9,16,9999.9,0,825.8,16,10.0,16,3.9,15,12.0,14.0,80.6,*,9999.9, ,0.0,I,999.9,0,truckee/72584693201_2020.csv,FAIL_MISSING_MIN_TEMP,FLAG_MISSING_SLP
72584693201,10/17/2020,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,43.1,21,21.3,21,9999.9,0,826.0,21,10.0,21,1.5,21,15.0,22.9,9999.9, ,21.2,*,0.0,I,999.9,0,truckee/72584693201_2020.csv,FAIL_MISSING_MAX_TEMP,FLAG_MISSING_SLP
72584693201,10/28/2020,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,35.2,22,15.4,22,9999.9,0,827.2,22,10.0,22,1.8,22,7.0,999.9,9999.9, ,15.8,*,0.0,I,999.9,0,truckee/72584693201_2020.csv,FAIL_MISSING_MAX_TEMP,FLAG_MISSING_SLP
72584693201,10/29/2020,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,39.7,24,12.6,24,9999.9,0,826.4,23,10.0,24,1.0,22,5.1,999.9,9999.9, ,17.1,*,0.0,I,999.9,0,truckee/72584693201_2020.csv,FAIL_MISSING_MAX_TEMP,FLAG_MISSING_SLP
72584693201,10/30/2020,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,37.5,19,9.5,19,9999.9,0,825.0,18,10.0,19,0.6,19,8.9,15.9,9999.9, ,17.6,*,0.0,I,999.9,0,truckee/72584693201_2020.csv,FAIL_MISSING_MAX_TEMP,FLAG_MISSING_SLP
72584693201,10/31/2020,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,41.3,20,12.6,20,9999.9,0,825.7,18,10.0,20,1.3,20,7.0,999.9,9999.9, ,19.9,*,0.0,I,999.9,0,truckee/72584693201_2020.csv,FAIL_MISSING_MAX_TEMP,FLAG_MISSING_SLP
72584693201,12/31/2020,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,34.5,19,24.4,19,9999.9,0,820.3,17,8.6,19,5.4,19,15.9,25.1,9999.9, ,21.2,*,99.99, ,5.9,101000,truckee/72584693201_2020.csv,FAIL_MISSING_MAX_TEMP,FLAG_MISSING_SLP | FLAG_MISSING_PRCP
72584693201,6/17/2021,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,65.7,24,27.8,24,9999.9,0,823.5,24,10.0,24,3.0,24,15.0,20.0,91.4,*,9999.9, ,0.0,I,999.9,0,truckee/72584693201_2021.csv,FAIL_MISSING_MIN_TEMP,FLAG_MISSING_SLP
72584693201,9/21/2021,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,50.2,23,23.2,23,9999.9,0,828.2,22,9.6,23,2.5,23,9.9,15.9,9999.9, ,28.4,*,0.0,I,999.9,0,truckee/72584693201_2021.csv,FAIL_MISSING_MAX_TEMP,FLAG_MISSING_SLP
72584693201,10/15/2021,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,38.3,23,22.8,23,9999.9,0,826.4,23,10.0,23,1.1,23,8.9,999.9,9999.9, ,19.9,*,0.0,I,999.9,0,truckee/72584693201_2021.csv,FAIL_MISSING_MAX_TEMP,FLAG_MISSING_SLP
72584693201,12/2/2021,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,32.9,20,26.0,19,9999.9,0,826.7,20,8.6,20,0.0,20,999.9,999.9,60.8,*,18.0,*,0.0,I,999.9,100000,truckee/72584693201_2021.csv,FAIL_MISSING_MXSPD,FLAG_MISSING_SLP
72584693201,12/18/2021,39.32,-120.13944,1798.3,TRUCKEE AIRPORT - CA US,16.5,14,14.6,13,9999.9,0,824.6,13,5.5,13,0.0,13,999.9,999.9,30.0, ,5.0, ,0.0,I,18.1,100000,truckee/72584693201_2021.csv,FAIL_MISSING_MXSPD,FLAG_MISSING_SLP
